id,name,categoria,colore,color_label,price,original_price,discount_pct,is_new,popularity,collections,description,status,sizes,image_urls
maxi-cardigan-nuvola,Maxi Cardigan Nuvola,blazer,lavanda,Grigio cipria,85.00,100.00,15,0,19,shop-all|blazer|saldi,"Maxi cardigan oversize in maglia soffice di misto alpaca, collo a scialle e tasche profonde. È l'abbraccio delle sere d'estate al mare e il coprispalle perfetto dell'ufficio climatizzato. Ultimi pezzi: quando finisce, torna in autunno.",attivo,xs:4|s:2,https://images.unsplash.com/photo-1434389677669-e08b4cac3105?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1576871337622-98d48d1cf531?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1608234807905-4466023792f5?auto=format&fit=crop&w=1200&h=1600&q=85
top-bustier-perla,Top Bustier Perla,top,avorio,Avorio madreperla,48.00,,0,1,12,shop-all|top|novita,"Top bustier in cotone stretch con stecche leggere e scollo dritto, chiusura a zip sul retro. L'avorio madreperla ha un finish delicatamente satinato: con la Gonna Plissé Nuvola è un look da sera, sotto il Blazer Mia diventa smart-casual. Coppe foderate, si porta senza pensieri.",attivo,xs:9|s:11|m:6|l:0,https://images.unsplash.com/photo-1469334031218-e382a71b716b?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1509631179647-0177331693ae?auto=format&fit=crop&w=1200&h=1600&q=85
borsa-tote-lino,Borsa Tote Lino,borse,espresso,Espresso,145.00,,0,1,4,shop-all|borse|accessori|novita|estate-2025,"Tote grande in tela di lino naturale con manici e fondo in pelle conciata al vegetale color espresso. Interno con tasca zip e portachiavi a moschettone; entra il laptop da 13 pollici, il libro e il costume. La borsa dell'estate che continuerai a usare tutto l'anno.",attivo,unica:14,https://images.unsplash.com/photo-1544816155-12df9643f363?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1553062407-98eeb64c6a62?auto=format&fit=crop&w=1200&h=1600&q=85
borsa-tracolla-luna,Borsa a Tracolla Luna,borse,salvia,Verde salvia,120.00,,0,0,14,shop-all|borse|accessori,"Tracolla a mezzaluna in pelle martellata verde salvia, chiusura magnetica e tracolla regolabile. Compatta fuori, sorprendente dentro: telefono, portafoglio, occhiali e chiavi con spazio d'avanzo. Hardware oro spazzolato, cuciture tono su tono.",attivo,unica:9,https://images.unsplash.com/photo-1548036328-c9fa89d128fa?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1584917865442-de89df76afd3?auto=format&fit=crop&w=1200&h=1600&q=85
borsa-bucket-sabbia,Borsa Bucket Sabbia,borse,avorio,Avorio naturale,165.00,205.00,20,0,22,shop-all|borse|accessori|saldi,"Secchiello in pelle granata color sabbia con coulisse in cuoio e tracolla removibile. Il modello iconico di MEMI, rifinito a mano: ogni borsa ha una leggera variazione di grana che la rende unica. Sacchetto antipolvere incluso.",attivo,unica:5,https://images.unsplash.com/photo-1591561954557-26941169b49e?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1590874103328-eac38a683ce7?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1566150905458-1bf1fc113f0d?auto=format&fit=crop&w=1200&h=1600&q=85
collana-perla-aurora,Collana Perla Aurora,gioielli,avorio,Avorio madreperla,42.00,,0,1,8,shop-all|gioielli|accessori|novita|estate-2025,"Collana girocollo con perle di fiume irregolari su catena in argento 925 placcato oro 18k. Le perle barocche catturano la luce con riflessi madreperla: da sola è minimal, a strati con altre catene è statement. Anallergica, resistente all'acqua.",attivo,unica:16,https://images.unsplash.com/photo-1599643478518-a784e5dc4c8f?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1611085583191-a3b181a88401?auto=format&fit=crop&w=1200&h=1600&q=85
anello-filo-dorato,Anello Filo Dorato,gioielli,espresso,Espresso,35.00,,0,0,18,shop-all|gioielli|accessori,"Anello sottile in filo d'ottone placcato oro 18k con nodo centrale intrecciato a mano. Pensato per essere impilato: due o tre insieme raccontano meglio. Placcatura spessa 2 micron, regolabile di mezza misura.",attivo,unica:20,https://images.unsplash.com/photo-1515562141207-7a88fb7ce338?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1603561591411-07134e71a2a9?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1611591437281-460bfbe1220a?auto=format&fit=crop&w=1200&h=1600&q=85
orecchini-goccia-rosa,Orecchini Goccia Rosa,gioielli,blush,Rosa cipria,38.00,,0,0,20,shop-all|gioielli|accessori,"Orecchini pendenti con goccia in quarzo rosa naturale e monachella in argento 925. Leggerissimi (4 grammi), si dimenticano di averli addosso; la pietra rosa cipria illumina il viso. Ogni pietra è unica per venature e tono.",attivo,unica:12,https://images.unsplash.com/photo-1617038220319-276d3cfab638?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1573408301185-9146fe634ad0?auto=format&fit=crop&w=1200&h=1600&q=85
sandalo-listino-estate,Sandalo Listino Estate,scarpe,avorio,Avorio naturale,98.00,,0,1,6,shop-all|scarpe|accessori|novita|estate-2025,"Sandalo flat a listini incrociati in pelle nappa avorio, soletta imbottita in memory foam e suola in gomma antiscivolo. Il listino alla caviglia con fibbia dorata regola la calzata al millimetro. Fatti per camminare tutto il giorno, dal mercato alla cena in terrazza.",attivo,38:7|39:9|40:4|41:0,https://images.unsplash.com/photo-1543163521-1bf539c55dd2?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1603487742131-4160ec999306?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1562273138-f46be4ebdf33?auto=format&fit=crop&w=1200&h=1600&q=85
mocassino-pelle-soft,Mocassino Pelle Soft,scarpe,espresso,Espresso,135.00,,0,0,15,shop-all|scarpe|accessori,"Mocassino in pelle nappa espresso lavorata a mano, costruzione tubolare morbidissima e mascherina con morsetto tono su tono. La suola in cuoio con inserto gomma ammortizza il passo. Con il tempo la pelle sviluppa una patina che lo rende solo più bello.",attivo,37:3|38:6|39:8|40:5,https://images.unsplash.com/photo-1560343090-f0409e92791a?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1614252369475-531eba835eb1?auto=format&fit=crop&w=1200&h=1600&q=85
sneaker-tela-salvia,Sneaker Tela Salvia,scarpe,salvia,Verde salvia,89.00,105.00,15,0,2,shop-all|scarpe|accessori|saldi,"Sneaker bassa in tela di cotone riciclato verde salvia con suola in gomma naturale e dettagli in camoscio. Interno non foderato che si porta anche senza calze; lacci cerati di ricambio inclusi in avorio. La scarpa di tutti i giorni, alleggerita nei materiali e nella coscienza.",attivo,38:6|39:10|40:8|41:5|42:3,https://images.unsplash.com/photo-1600185365483-26d7a4cc7519?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1525966222134-fcfa99b8ae77?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1595950653106-6c9ebd614d3a?auto=format&fit=crop&w=1200&h=1600&q=85
cintura-pelle-sottile,Cintura Pelle Sottile,cinture,espresso,Espresso,32.00,,0,0,21,shop-all|cinture|accessori,"Cintura sottile 2 cm in cuoio toscano conciato al vegetale, fibbia minimal in ottone brunito. Definisce il punto vita su abiti e blazer o chiude i jeans con discrezione. Con l'uso il cuoio scurisce e racconta la sua storia — cinque fori, taglio su misura possibile in negozio.",attivo,unica:18,https://images.unsplash.com/photo-1624222247344-550fb60583dc?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1553704571-c32d20e6c74f?auto=format&fit=crop&w=1200&h=1600&q=85
set-bijoux-estate,Set Bijoux Estate,gioielli,blush,Rosa cipria,28.00,,0,1,23,shop-all|gioielli|accessori|novita|estate-2025,"Set di tre bracciali elastici con perline di vetro rosa cipria, conchiglie naturali e dettagli placcati oro. Da portare insieme al mare o separati in città. Il regalo perfetto sotto i 30 euro — arriva in un sacchetto di cotone ricamato MEMI.",attivo,unica:25,https://images.unsplash.com/photo-1611652022419-a9419f74343d?auto=format&fit=crop&w=1200&h=1600&q=85|https://images.unsplash.com/photo-1535632066927-ab7c9ab60908?auto=format&fit=crop&w=1200&h=1600&q=85
